sweep_id	count	
k5me9htb	5
hmo9zh7s	5
py99yoe2	5
tf167inm	5
k5me9htb	5
hmo9zh7s	5
py99yoe2	5
tf167inm	5
k5me9htb	5
hmo9zh7s	5
py99yoe2	5
tf167inm	5
k5me9htb	5
hmo9zh7s	5
py99yoe2	5
tf167inm	5
